Location,Area,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,No additional rooms,Prayer Rooms,Lounge or Sitting Room,Price
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,3,1,1,1,1,1,0,1,1,0,1,1,PKR2.6 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,3,1,1,1,1,1,0,1,1,0,1,1,PKR2.6 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR11.5 Crore
"Faisal Town - F-18, Islamabad, Islamabad Capital",8 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR3 Crore
"E-16, Islamabad, Islamabad Capital",1 Kanal,-,-,0,0,0,0,0,0,0,0,0,0,0,PKR3.8 Crore
"D-17, Islamabad, Islamabad Capital",15 Marla,-,6,1,0,0,2,1,0,0,0,0,0,1,PKR4.75 Crore
"D-17, Islamabad, Islamabad Capital",10 Marla,-,-,1,0,0,3,1,0,0,0,0,0,1,PKR3.5 Crore
"D-17, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,0,0,1,1,1,1,0,1,1,PKR5 Crore
"G-7, Islamabad, Islamabad Capital",5.6 Marla,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.85 Crore
"G-6, Islamabad, Islamabad Capital",9.8 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR6.65 Crore
"Bani Gala, Islamabad, Islamabad Capital",15 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR4.45 Crore
"B-17, Islamabad, Islamabad Capital",8 Marla,5,5,1,1,1,2,1,0,1,0,0,0,1,PKR2.6 Crore
"F-17, Islamabad, Islamabad Capital",7 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR2.99 Crore
"Faisal Town - F-18, Islamabad, Islamabad Capital",5 Marla,5,4,1,1,0,2,1,0,1,0,0,0,0,PKR1.9 Crore
"Bani Gala, Islamabad, Islamabad Capital",7 Marla,5,4,1,1,1,2,1,0,1,0,0,1,1,PKR2.6 Crore
"F-8, Islamabad, Islamabad Capital",1.3 Kanal,6,5,1,1,1,2,1,0,1,0,0,0,1,PKR29 Crore
"F-8, Islamabad, Islamabad Capital",2.1 Kanal,6,8,1,1,1,2,1,0,1,0,0,0,1,PKR40 Crore
"F-8, Islamabad, Islamabad Capital",1 Kanal,6,5,1,1,1,1,1,0,1,0,0,0,1,PKR23.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR12 Crore
"F-8, Islamabad, Islamabad Capital",1.2 Kanal,6,5,1,1,1,1,1,0,1,0,0,1,1,PKR23 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.1 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.2 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3 Crore
"Bani Gala, Islamabad, Islamabad Capital",10 Marla,5,4,1,1,1,2,1,0,0,0,0,0,1,PKR3.7 Crore
"Bani Gala, Islamabad, Islamabad Capital",12 Marla,6,4,1,1,1,2,1,0,1,0,0,0,1,PKR3.6 Crore
"Bani Gala, Islamabad, Islamabad Capital",3 Marla,3,3,1,1,0,2,1,0,0,0,0,0,1,PKR75 Lakh
"B-17, Islamabad, Islamabad Capital",7 Marla,5,4,1,1,1,0,1,0,0,0,0,1,0,PKR2.8 Crore
"B-17, Islamabad, Islamabad Capital",7 Marla,6,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.3 Crore
"F-17, Islamabad, Islamabad Capital",12 Marla,-,7,1,1,2,2,1,0,1,0,0,0,0,PKR3.5 Crore
"Islamabad - Murree Expressway, Islamabad, Islamabad Capital",5 Marla,4,4,0,0,0,2,0,0,0,0,0,0,0,PKR1.3 Crore
"DHA Defence, Islamabad, Islamabad Capital",10 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.5 Crore
"DHA Defence, Islamabad, Islamabad Capital",10.4 Marla,6,5,0,1,1,2,1,0,1,0,0,0,0,PKR6.75 Crore
"DHA Defence, Islamabad, Islamabad Capital",6.1 Marla,6,7,0,0,1,0,1,0,0,0,0,0,0,PKR5 Crore
"DHA Defence, Islamabad, Islamabad Capital",5.6 Marla,4,5,0,1,0,1,1,0,0,0,0,0,0,PKR4.4 Crore
"Khanna Pul, Islamabad, Islamabad Capital",3 Marla,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR45 Lakh
"Khanna Pul, Islamabad, Islamabad Capital",3 Marla,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR70 Lakh
"Khanna Pul, Islamabad, Islamabad Capital",3 Marla,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR70 Lakh
"Khanna Pul, Islamabad, Islamabad Capital",2 Marla,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR30 Lakh
"Khanna Pul, Islamabad, Islamabad Capital",2 Marla,2,2,0,0,0,0,0,0,0,0,0,0,0,PKR35 Lakh
"Khanna Pul, Islamabad, Islamabad Capital",3 Marla,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR62 Lakh
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.9 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,8,7,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR7 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,7,6,0,0,0,0,0,0,0,0,0,0,0,PKR6.5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.25 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.2 Crore
"DHA Defence, Islamabad, Islamabad Capital",1.5 Kanal,6,9,1,1,3,3,1,0,1,1,0,1,1,PKR16 Crore
"Soan Garden, Islamabad, Islamabad Capital",10 Marla,6,6,1,0,0,2,1,0,0,0,0,0,0,PKR3.8 Crore
"F-10, Islamabad, Islamabad Capital",1.1 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR17 Crore
"F-10, Islamabad, Islamabad Capital",1.1 Kanal,-,8,0,0,0,0,0,0,0,0,1,0,0,PKR17 Crore
"F-10, Islamabad, Islamabad Capital",1.3 Kanal,6,6,0,0,2,2,0,0,0,0,0,0,0,PKR30 Crore
"Khanna Pul, Islamabad, Islamabad Capital",3 Marla,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR60 Lakh
"G-6, Islamabad, Islamabad Capital",1.5 Kanal,6,5,0,0,1,1,0,0,0,0,0,0,0,PKR26 Crore
"G-13, Islamabad, Islamabad Capital",14.2 Marla,7,7,1,1,1,1,1,0,1,1,0,1,1,PKR9.75 Crore
"Bahria Town, Islamabad, Islamabad Capital",8 Marla,5,5,1,0,0,2,1,0,1,0,0,0,1,PKR3.4 Crore
"G-11, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,2,0,0,0,0,0,0,1,PKR3.65 Crore
"Faisal Town - F-18, Islamabad, Islamabad Capital",5 Marla,6,5,0,0,0,2,1,0,0,0,0,0,0,PKR1.95 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,3,1,0,0,1,1,0,1,0,0,0,1,PKR2.4 Crore
"Bani Gala, Islamabad, Islamabad Capital",3.5 Marla,3,3,0,0,0,1,0,0,0,0,0,0,0,PKR80 Lakh
"Bahria Town, Islamabad, Islamabad Capital",10 Marla,6,5,1,0,0,2,1,0,0,0,0,0,0,PKR4.55 Crore
"G-13, Islamabad, Islamabad Capital",10.9 Marla,6,7,1,1,1,2,1,1,1,1,0,1,1,PKR7.5 Crore
"G-13, Islamabad, Islamabad Capital",10.9 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR7.5 Crore
"H-13, Islamabad, Islamabad Capital",6 Marla,-,6,1,0,2,3,1,0,0,0,0,0,1,PKR3 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,1,2,0,0,0,0,0,0,0,PKR9.9 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.1 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.8 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.7 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.6 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.9 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.4 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.5 Crore
"G-13, Islamabad, Islamabad Capital",12 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR8.3 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR4.7 Crore
"DHA Defence, Islamabad, Islamabad Capital",5 Marla,5,4,0,0,1,2,0,0,0,0,0,0,0,PKR2.75 Crore
"I-10, Islamabad, Islamabad Capital",9.3 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR4.5 Crore
"I-10, Islamabad, Islamabad Capital",4.4 Marla,3,3,1,1,1,1,1,1,1,1,0,1,1,PKR2.25 Crore
"I-10, Islamabad, Islamabad Capital",5.6 Marla,3,3,1,1,1,1,1,1,1,1,0,1,1,PKR3 Crore
"I-10, Islamabad, Islamabad Capital",6.7 Marla,3,3,1,1,1,1,1,1,1,1,0,1,1,PKR3.5 Crore
"I-9, Islamabad, Islamabad Capital",6.7 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR3.75 Crore
"I-9, Islamabad, Islamabad Capital",6.7 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR3.5 Crore
"I-10, Islamabad, Islamabad Capital",4.4 Marla,3,3,1,1,1,1,1,1,1,1,0,1,1,PKR2.25 Crore
"I-10, Islamabad, Islamabad Capital",5.6 Marla,3,3,1,1,1,1,1,1,1,1,0,1,1,PKR3 Crore
"I-10, Islamabad, Islamabad Capital",9.3 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR4.5 Crore
"G-13, Islamabad, Islamabad Capital",14.2 Marla,6,7,1,0,0,2,1,0,0,0,0,1,0,PKR9 Crore
"Bhara kahu, Islamabad, Islamabad Capital",8 Marla,3,3,1,0,1,1,1,0,0,0,0,0,1,PKR1.7 Crore
"Simly Dam Road, Islamabad, Islamabad Capital",8 Marla,3,3,1,0,1,1,1,0,0,0,0,0,1,PKR1.7 Crore
"G-11, Islamabad, Islamabad Capital",5 Marla,4,4,1,1,0,0,1,1,1,1,0,1,1,PKR4.3 Crore
"Soan Garden, Islamabad, Islamabad Capital",7 Marla,4,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.8 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.3 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.2 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.1 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR3 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.9 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR9.85 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR8.6 Crore
"I-8, Islamabad, Islamabad Capital",12.5 Marla,6,9,0,0,0,1,0,0,0,0,0,0,0,PKR10.5 Crore
"G-9, Islamabad, Islamabad Capital",6.7 Marla,5,5,1,1,1,1,1,0,1,1,0,1,1,PKR6.15 Crore
"G-10, Islamabad, Islamabad Capital",10.9 Marla,6,7,1,1,1,1,1,0,1,1,0,1,1,PKR8.5 Crore
"G-9, Islamabad, Islamabad Capital",14.2 Marla,6,7,1,1,1,1,1,0,1,1,0,1,1,PKR13.5 Crore
"G-8, Islamabad, Islamabad Capital",12.4 Marla,5,5,1,1,1,1,1,0,1,1,0,1,1,PKR9 Crore
"B-17, Islamabad, Islamabad Capital",5 Marla,4,6,0,0,0,0,0,0,0,0,1,0,0,PKR2.25 Crore
"D-12, Islamabad, Islamabad Capital",14 Marla,6,8,1,1,1,2,1,0,0,0,0,1,1,PKR15.4 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR5 Crore
"D-12, Islamabad, Islamabad Capital",4 Marla,4,4,1,0,1,2,1,0,0,0,0,0,0,PKR4.3 Crore
"F-17, Islamabad, Islamabad Capital",8 Marla,6,6,1,1,0,0,1,0,1,0,0,0,0,PKR2.7 Crore
"F-11, Islamabad, Islamabad Capital",1.3 Kanal,5,5,1,1,1,1,1,0,1,1,0,1,1,PKR18 Crore
"National Police Foundation O-9, Islamabad, Islamabad Capital",1.1 Kanal,6,7,0,0,1,2,0,0,0,0,0,0,0,PKR6 Crore
"F-11, Islamabad, Islamabad Capital",1 Kanal,2,2,1,1,1,1,1,1,1,1,0,1,1,PKR12.3 Crore
"F-10, Islamabad, Islamabad Capital",1.3 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR19 Crore
"F-11, Islamabad, Islamabad Capital",16 Marla,8,7,1,0,0,3,1,0,0,0,0,0,1,PKR11 Crore
"F-11, Islamabad, Islamabad Capital",1.3 Kanal,6,6,1,1,1,1,1,1,1,1,0,1,1,PKR15 Crore
"F-11, Islamabad, Islamabad Capital",7 Marla,5,5,1,1,1,1,1,1,1,1,0,1,1,PKR6.8 Crore
"F-11, Islamabad, Islamabad Capital",1.3 Kanal,9,8,0,0,2,2,0,0,0,0,0,0,0,PKR16 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR11 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,0,2,2,1,0,1,0,0,0,1,PKR12 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR9.5 Crore
"G-11, Islamabad, Islamabad Capital",8 Marla,4,4,1,0,0,1,1,0,0,0,0,0,0,PKR5.9 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,1,0,1,1,PKR10.9 Crore
"F-8, Islamabad, Islamabad Capital",1.8 Kanal,6,7,1,1,1,1,1,1,1,0,0,1,1,PKR55 Crore
"F-8, Islamabad, Islamabad Capital",1.8 Kanal,-,7,1,1,1,1,1,0,1,1,0,1,1,PKR55 Crore
"PWD Housing Scheme, Islamabad, Islamabad Capital",10 Marla,6,4,1,1,1,2,1,0,1,1,0,0,1,PKR3.7 Crore
"F-11, Islamabad, Islamabad Capital",1.3 Kanal,6,6,1,0,1,1,1,0,1,1,0,1,1,PKR18 Crore
"DHA Defence, Islamabad, Islamabad Capital",10 Marla,6,5,1,1,1,2,1,0,0,0,0,0,1,PKR5 Crore
"Bahria Town, Islamabad, Islamabad Capital",5 Marla,6,5,1,1,1,2,1,1,1,1,0,1,1,PKR2.45 Crore
"D-12, Islamabad, Islamabad Capital",4 Marla,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.1 Crore
"F-11, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,3,3,0,0,0,0,0,0,0,PKR20 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,6,6,1,1,0,2,1,0,0,0,0,0,1,PKR9.3 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,6,6,1,1,0,2,1,0,0,0,0,0,1,PKR7.4 Crore
"F-6, Islamabad, Islamabad Capital",17.8 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR17 Crore
"F-6, Islamabad, Islamabad Capital",17.8 Marla,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR17 Crore
"I-8, Islamabad, Islamabad Capital",1.2 Kanal,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR20 Crore
"G-9, Islamabad, Islamabad Capital",12 Marla,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"Gulberg, Islamabad, Islamabad Capital",5 Marla,3,3,1,1,1,2,1,0,1,1,0,1,1,PKR2.25 Crore
"G-11, Islamabad, Islamabad Capital",1 Kanal,6,8,0,0,0,0,0,0,0,0,0,0,0,PKR13.8 Crore
"F-10, Islamabad, Islamabad Capital",1 Kanal,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR15.5 Crore
"F-7, Islamabad, Islamabad Capital",1.3 Kanal,6,7,0,0,0,0,0,0,0,0,0,0,0,PKR40 Crore
"Gulberg, Islamabad, Islamabad Capital",5 Marla,3,3,1,1,1,2,1,1,1,1,0,1,1,PKR2 Crore
"E-18, Islamabad, Islamabad Capital",10 Marla,6,7,1,1,0,2,1,0,1,0,0,0,1,PKR2.65 Crore
"F-8, Islamabad, Islamabad Capital",1.8 Kanal,6,7,1,1,1,1,1,1,1,1,0,1,1,PKR55 Crore
"PWD Housing Scheme, Islamabad, Islamabad Capital",6 Marla,5,5,1,1,0,0,1,0,0,0,0,0,0,PKR3 Crore
"PWD Housing Scheme, Islamabad, Islamabad Capital",12 Marla,7,7,1,1,0,0,1,0,0,0,0,0,0,PKR4.15 Crore
"F-8, Islamabad, Islamabad Capital",1.8 Kanal,6,5,1,1,1,1,1,1,1,1,0,1,1,PKR48 Crore
"F-8, Islamabad, Islamabad Capital",1.8 Kanal,6,5,1,1,1,1,1,1,1,1,0,1,1,PKR48 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,7,1,1,1,1,1,0,1,0,0,1,1,PKR11 Crore
"Top City 1, Islamabad, Islamabad Capital",5 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.3 Crore
"Top City 1, Islamabad, Islamabad Capital",6 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.6 Crore
"Ali Pur, Islamabad, Islamabad Capital",5.5 Marla,4,5,0,1,1,3,1,0,0,0,0,0,1,PKR1.4 Crore
"D-12, Islamabad, Islamabad Capital",10 Marla,4,4,1,1,2,2,1,0,0,0,0,0,1,PKR8.25 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,0,0,0,1,PKR8.9 Crore
"I-8, Islamabad, Islamabad Capital",14.2 Marla,6,9,0,0,0,0,0,0,0,0,1,0,0,PKR11.9 Crore
"Soan Garden, Islamabad, Islamabad Capital",1 Kanal,6,7,1,1,2,2,1,0,1,1,0,0,1,PKR5 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,6,5,1,1,0,0,1,1,1,1,0,1,1,PKR5.1 Crore
"G-13, Islamabad, Islamabad Capital",14.2 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR9.25 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR3.5 Crore
"Ghauri Town, Islamabad, Islamabad Capital",7 Marla,6,7,1,1,1,2,1,0,0,0,0,1,1,PKR2 Crore
"Ghauri Town, Islamabad, Islamabad Capital",7 Marla,6,7,1,1,1,2,1,0,1,0,0,1,1,PKR2.6 Crore
"G-11, Islamabad, Islamabad Capital",14.2 Marla,6,6,1,0,2,2,1,0,0,0,0,0,1,PKR12.5 Crore
"B-17, Islamabad, Islamabad Capital",5 Marla,5,5,1,1,1,1,1,0,0,1,0,0,0,PKR2.2 Crore
"B-17, Islamabad, Islamabad Capital",7 Marla,5,5,1,1,1,0,1,0,1,1,0,1,1,PKR3 Crore
"Soan Garden, Islamabad, Islamabad Capital",12 Marla,6,6,1,0,0,2,1,0,0,0,0,0,0,PKR5 Crore
"Soan Garden, Islamabad, Islamabad Capital",12 Marla,6,7,1,0,2,2,1,0,0,1,0,0,1,PKR4.5 Crore
"Soan Garden, Islamabad, Islamabad Capital",10 Marla,6,7,1,0,2,2,1,0,0,1,0,0,1,PKR3.8 Crore
"G-13, Islamabad, Islamabad Capital",10 Marla,6,6,1,1,1,2,1,0,1,1,0,1,1,PKR7.4 Crore
"Top City 1, Islamabad, Islamabad Capital",6.7 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.5 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR8.7 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR7 Crore
"Top City 1, Islamabad, Islamabad Capital",6.7 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.5 Crore
"Top City 1, Islamabad, Islamabad Capital",6 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.6 Crore
"Top City 1, Islamabad, Islamabad Capital",5 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.3 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR7 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR8.7 Crore
"D-12, Islamabad, Islamabad Capital",1 Kanal,-,10,1,1,1,1,1,1,1,1,0,1,1,PKR18 Crore
"D-12, Islamabad, Islamabad Capital",4 Marla,4,4,1,1,1,1,1,1,1,1,0,1,1,PKR4.4 Crore
"G-13, Islamabad, Islamabad Capital",8 Marla,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR5.8 Crore
"G-13, Islamabad, Islamabad Capital",4.4 Marla,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.25 Crore
"G-13, Islamabad, Islamabad Capital",14.2 Marla,6,7,0,0,0,0,0,0,0,0,1,0,0,PKR9 Crore
"G-15, Islamabad, Islamabad Capital",7 Marla,6,5,1,1,1,0,1,1,1,1,0,1,1,PKR3.15 Crore
"F-10, Islamabad, Islamabad Capital",2 Kanal,6,10,1,1,2,2,1,1,1,1,0,1,1,PKR28 Crore
"F-10, Islamabad, Islamabad Capital",1.1 Kanal,6,5,1,1,2,1,1,1,1,1,0,1,1,PKR17.9 Crore
"E-11, Islamabad, Islamabad Capital",6 Marla,6,6,1,1,1,2,1,0,1,1,0,1,1,PKR5.25 Crore
"Soan Garden, Islamabad, Islamabad Capital",12.4 Marla,8,6,1,1,0,2,1,0,0,1,0,1,1,PKR4.5 Crore
"Soan Garden, Islamabad, Islamabad Capital",12.4 Marla,8,6,1,1,0,2,1,0,0,1,0,1,1,PKR4.5 Crore
"CBR Town, Islamabad, Islamabad Capital",8 Marla,5,4,1,1,0,2,1,0,0,1,0,1,1,PKR3 Crore
"CBR Town, Islamabad, Islamabad Capital",14.2 Marla,8,6,1,1,0,2,1,0,0,1,0,1,1,PKR5.25 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,1,1,2,2,1,0,1,0,0,1,1,PKR9.25 Crore
"DHA Defence, Islamabad, Islamabad Capital",10 Marla,4,3,1,1,1,1,1,0,1,0,0,1,1,PKR4.3 Crore
"G-9, Islamabad, Islamabad Capital",14 Marla,6,7,0,0,0,0,0,0,0,0,1,0,0,PKR8 Crore
"Top City 1, Islamabad, Islamabad Capital",10 Marla,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR4.85 Crore
"Top City 1, Islamabad, Islamabad Capital",6 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.6 Crore
"Top City 1, Islamabad, Islamabad Capital",6.7 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.5 Crore
"Top City 1, Islamabad, Islamabad Capital",5 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR2.3 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR7 Crore
"Top City 1, Islamabad, Islamabad Capital",1 Kanal,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR8.7 Crore
"Top City 1, Islamabad, Islamabad Capital",10 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR4.85 Crore
"Top City 1, Islamabad, Islamabad Capital",10 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR4.3 Crore
"Top City 1, Islamabad, Islamabad Capital",10 Marla,-,-,1,1,0,0,1,1,1,1,0,1,1,PKR4.85 Crore
"Bani Gala, Islamabad, Islamabad Capital",5 Marla,6,4,1,1,0,2,1,0,0,1,0,0,1,PKR1.5 Crore
"G-13, Islamabad, Islamabad Capital",14 Marla,6,7,1,0,1,1,1,0,0,0,0,0,0,PKR8.25 Crore
"DHA Defence, Islamabad, Islamabad Capital",1 Kanal,8,7,1,1,1,2,1,0,1,0,0,1,1,PKR9.35 Crore
"G-13, Islamabad, Islamabad Capital",4 Marla,4,4,1,1,1,2,1,0,0,0,0,0,1,PKR3.6 Crore
"Soan Garden, Islamabad, Islamabad Capital",5 Marla,2,4,0,0,1,2,1,0,0,0,0,0,0,PKR2 Crore
"Top City 1, Islamabad, Islamabad Capital",10 Marla,6,6,1,0,1,3,1,0,1,0,0,1,1,PKR5.25 Crore
"E-18, Islamabad, Islamabad Capital",7 Marla,4,4,0,0,1,1,0,0,0,0,0,0,0,PKR1.6 Crore
"E-18, Islamabad, Islamabad Capital",7 Marla,3,2,0,0,0,1,0,0,0,0,0,0,0,PKR1.2 Crore
"E-18, Islamabad, Islamabad Capital",5 Marla,6,4,0,0,1,2,0,0,0,0,0,0,0,PKR1.6 Crore
"E-18, Islamabad, Islamabad Capital",7 Marla,3,2,0,0,1,1,0,0,0,0,0,0,0,PKR1.4 Crore
"E-18, Islamabad, Islamabad Capital",7 Marla,3,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.45 Crore
"F-17, Islamabad, Islamabad Capital",10 Marla,3,3,0,0,2,1,0,0,0,0,0,0,0,PKR2.4 Crore
"G-13, Islamabad, Islamabad Capital",7 Marla,6,6,1,1,2,2,1,1,1,1,0,1,1,PKR5.5 Crore
"CBR Town, Islamabad, Islamabad Capital",7 Marla,6,5,1,0,2,2,1,0,1,0,0,0,1,PKR3.6 Crore
"G-13, Islamabad, Islamabad Capital",4.4 Marla,5,5,0,0,1,2,0,0,0,0,0,0,0,PKR3.1 Crore
"Lehtarar Road, Islamabad, Islamabad Capital",5 Marla,2,4,0,1,1,2,1,0,0,0,0,1,1,PKR85 Lakh
"DHA Defence, Islamabad, Islamabad Capital",5 Marla,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR80 Lakh
